,satisfaction,gender,customer_type,age,travel_type,class,distance,seat_comfort,dep_val_time_convenient,food_drink,gate,wifi_service,entertainment,online_support,online_booking_service,onboard_service,leg_room_service,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay_minutes,arrival_delay_minutes
14388,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1566,2,4,2,3,4,2,4,4,4,4,4,4,4,4,0,0.0
14389,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1494,2,4,2,3,3,2,3,3,3,5,4,3,5,3,0,16.0
14390,neutral or dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2183,2,4,2,3,1,2,1,1,3,4,5,3,4,1,24,30.0
14391,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1495,2,4,2,3,2,2,2,2,4,2,4,5,4,2,60,39.0
14392,satisfied,Female,Loyal Customer,26,Personal Travel,Eco Plus,1600,4,4,5,4,4,4,4,4,2,5,1,1,1,4,0,0.0
14393,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1114,2,4,2,3,3,2,3,3,3,5,4,5,5,3,0,0.0
14394,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,1914,2,4,2,3,1,2,1,1,5,3,5,3,4,1,0,0.0
14395,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1574,2,4,2,3,5,2,1,5,5,3,5,4,4,5,0,0.0
14396,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1023,4,5,5,5,4,4,4,4,1,2,2,1,5,4,11,15.0
14397,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1365,4,2,2,2,4,4,4,4,3,4,4,3,1,4,22,24.0
14398,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Business,404,2,4,2,3,3,4,4,4,4,2,5,5,4,5,16,22.0
14399,neutral or dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1465,2,4,2,3,5,2,5,5,3,5,4,5,5,5,0,0.0
14400,satisfied,Female,Loyal Customer,51,Personal Travel,Eco Plus,388,4,5,5,5,4,4,4,4,3,4,5,4,5,4,4,9.0
14401,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1708,2,4,2,3,4,2,4,4,3,2,4,3,5,4,0,11.0
14402,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2184,4,3,3,3,4,4,4,4,2,4,4,2,4,4,0,0.0
14403,satisfied,Female,Loyal Customer,56,Personal Travel,Eco Plus,391,4,2,2,2,4,4,4,4,4,3,5,5,1,4,5,0.0
14404,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1636,4,4,3,4,5,5,4,4,4,4,4,4,4,3,7,9.0
14405,neutral or dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2210,2,4,2,3,5,2,5,5,4,5,5,5,5,5,0,0.0
14406,neutral or dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1962,2,4,2,3,1,2,1,1,3,2,4,5,5,1,18,19.0
14407,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1751,2,4,2,3,4,2,4,4,4,4,5,5,5,4,119,115.0
14408,satisfied,Female,Loyal Customer,52,Personal Travel,Business,390,4,4,4,4,3,4,2,4,4,4,4,4,4,5,2,21.0
14409,neutral or dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1515,2,4,2,3,2,2,2,2,5,5,4,4,5,2,0,0.0
14410,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,348,4,4,4,4,4,5,5,4,4,4,4,5,4,4,6,0.0
14411,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1605,2,4,2,3,3,2,2,3,3,4,5,5,4,3,7,5.0
14412,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1483,2,4,2,3,4,2,3,4,5,4,4,5,4,4,0,0.0
14413,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,354,5,5,5,5,2,5,5,4,4,4,4,4,4,5,0,0.0
14414,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1129,2,4,2,3,2,2,2,2,1,1,3,2,4,2,3,0.0
14415,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1475,2,4,2,3,2,2,2,2,4,3,5,4,4,2,0,0.0
14416,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1997,2,4,2,3,2,5,5,5,2,4,5,5,4,5,199,213.0
14417,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1615,2,4,2,3,1,2,1,1,5,5,5,3,4,1,0,0.0
14418,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1441,2,4,2,3,3,2,5,3,4,1,3,3,4,3,0,0.0
14419,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1628,5,5,5,5,3,4,5,4,4,4,4,4,4,3,21,10.0
14420,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1844,1,1,1,1,2,5,4,4,4,4,4,5,4,5,0,0.0
14421,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1700,2,4,2,3,1,2,1,1,5,3,5,3,5,1,0,0.0
14422,satisfied,Female,Loyal Customer,7,Personal Travel,Business,1893,3,3,5,3,2,4,4,4,4,4,4,5,4,3,0,1.0
14423,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,357,4,4,4,4,2,4,4,4,4,4,4,5,4,4,76,72.0
14424,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1988,2,4,2,3,3,2,3,3,4,5,5,5,4,3,0,0.0
14425,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1560,2,4,2,3,2,2,3,2,3,1,3,3,3,2,41,41.0
14426,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1529,2,4,2,3,4,2,4,4,4,2,4,3,4,4,23,9.0
14427,satisfied,Female,Loyal Customer,48,Personal Travel,Eco Plus,357,5,3,5,5,4,4,5,4,4,4,4,3,4,3,20,14.0
14428,neutral or dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1580,2,4,2,3,2,2,2,2,3,3,5,5,5,2,0,1.0
14429,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1842,2,4,2,3,2,2,3,2,2,4,3,5,3,2,0,0.0
14430,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1904,2,4,2,3,2,2,2,2,4,5,4,2,3,2,0,0.0
14431,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1138,4,4,4,4,2,4,4,4,4,4,4,5,4,3,3,11.0
14432,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1290,3,3,2,3,5,4,5,4,4,4,4,5,4,3,0,0.0
14433,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1779,3,3,3,3,5,4,5,4,4,4,4,3,4,4,1,0.0
14434,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1216,2,4,2,3,5,2,3,5,4,4,2,1,1,5,0,0.0
14435,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1442,2,4,2,3,2,2,2,2,1,5,4,4,4,2,15,7.0
14436,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1698,5,5,5,5,4,5,4,4,4,4,4,5,4,4,16,6.0
14437,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,320,2,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0.0
14438,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1733,4,2,2,2,4,4,4,4,3,2,3,2,3,4,0,0.0
14439,satisfied,Female,Loyal Customer,35,Personal Travel,Business,333,4,2,2,2,4,4,4,4,4,2,2,4,5,4,0,0.0
14440,satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1528,4,1,1,1,4,4,4,4,1,2,3,4,1,4,0,0.0
14441,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1290,4,5,5,5,4,4,4,4,1,2,5,3,2,4,0,20.0
14442,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1967,4,4,3,3,4,4,4,4,2,1,4,4,5,4,26,26.0
14443,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,322,4,5,5,5,4,4,4,4,2,2,1,5,1,4,0,0.0
14444,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,325,1,1,1,1,2,5,5,4,4,4,4,4,4,3,31,19.0
14445,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1793,4,4,4,4,5,3,4,4,4,4,4,3,4,3,10,7.0
14446,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1082,2,4,2,3,2,2,1,2,5,5,4,4,4,2,0,0.0
14447,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,348,1,1,1,1,4,4,4,4,3,3,5,4,5,4,85,87.0
14448,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1082,4,4,4,4,4,4,4,4,4,3,4,4,5,4,0,3.0
14449,neutral or dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2152,2,4,2,3,3,2,1,3,3,3,5,3,5,3,6,0.0
14450,neutral or dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1724,2,4,2,3,1,2,1,1,3,2,3,3,4,1,54,40.0
14451,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,329,4,4,4,4,4,4,4,4,2,1,3,2,4,4,0,0.0
14452,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,343,1,1,1,1,4,4,4,4,3,4,5,5,4,4,5,9.0
14453,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,335,4,4,4,4,3,3,4,4,4,4,4,1,4,4,0,0.0
14454,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1876,2,4,2,3,4,2,4,4,3,3,5,3,5,4,4,0.0
14455,satisfied,Female,Loyal Customer,9,Personal Travel,Eco Plus,1373,3,3,3,3,2,5,4,4,4,4,4,4,4,5,0,0.0
14456,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1440,4,4,4,4,5,4,5,4,4,4,4,5,4,4,8,0.0
14457,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1925,2,4,2,3,2,2,2,4,5,4,5,2,3,2,171,156.0
14458,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1776,2,2,2,2,3,5,5,4,4,4,4,5,4,4,7,5.0
14459,neutral or dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1131,2,4,2,3,5,2,5,5,3,2,4,4,4,5,2,0.0
14460,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1871,5,5,5,5,2,4,4,4,4,4,4,2,4,4,67,110.0
14461,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,309,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,0.0
14462,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1709,2,4,2,3,2,2,2,2,5,5,4,5,4,2,1,5.0
14463,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2026,2,4,2,3,4,2,4,4,3,3,4,3,4,4,0,0.0
14464,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1159,2,4,2,3,1,2,1,1,4,3,5,4,5,1,5,6.0
14465,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,335,5,5,5,5,4,4,1,4,4,4,4,3,4,5,29,24.0
14466,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1380,2,4,2,3,5,2,1,5,3,5,4,5,4,5,0,0.0
14467,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2019,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,0.0
14468,neutral or dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco Plus,1705,2,4,2,3,2,2,2,2,3,5,4,5,4,2,0,0.0
14469,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,2147,2,4,2,3,5,2,5,5,5,4,4,3,5,5,5,9.0
14471,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Business,315,2,4,2,3,5,4,3,1,1,2,1,3,1,2,0,0.0
14472,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,342,5,5,5,5,3,5,4,4,4,4,4,5,4,3,38,25.0
14473,neutral or dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1399,2,4,2,3,2,2,2,2,4,5,4,4,5,2,20,15.0
14474,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1985,5,5,5,5,1,3,5,4,4,4,4,3,4,5,3,41.0
14475,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1910,2,4,2,3,1,2,1,1,3,5,5,4,5,1,43,38.0
14476,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1130,2,4,2,3,4,2,4,4,4,4,4,3,4,4,0,4.0
14477,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Business,323,2,4,2,3,3,5,4,3,3,2,3,5,3,3,0,0.0
14478,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1518,5,5,5,5,3,3,5,4,4,4,4,2,4,2,2,0.0
14479,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1846,2,2,3,2,2,4,4,4,4,4,4,3,4,4,0,1.0
14480,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1774,1,1,1,1,5,5,3,4,4,4,4,4,4,5,0,0.0
14481,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,309,1,1,1,1,5,4,4,4,4,4,4,5,4,3,0,0.0
14482,satisfied,Female,Loyal Customer,35,Personal Travel,Eco Plus,2070,1,1,1,1,4,4,5,4,4,4,4,5,4,3,0,0.0
14483,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1465,4,4,4,4,4,5,4,4,4,4,4,5,4,5,1,0.0
14484,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,296,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,0.0
14485,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1107,2,4,2,3,4,2,4,4,3,4,4,3,5,4,15,9.0
14486,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,282,3,3,3,3,4,4,1,4,4,4,4,5,4,3,12,0.0
14487,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,321,2,2,2,2,3,2,5,4,4,4,4,5,4,2,0,0.0
14488,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1544,2,4,2,3,1,2,1,1,4,1,4,4,4,1,0,20.0
14489,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco Plus,1759,2,4,2,3,3,2,4,3,3,2,4,5,5,3,0,0.0
14490,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1460,4,2,2,2,4,4,4,4,1,2,3,2,4,4,0,0.0
14491,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1427,2,4,2,3,5,2,5,5,4,5,4,4,3,5,0,0.0
14492,satisfied,Female,Loyal Customer,21,Personal Travel,Business,1479,4,1,1,1,4,4,4,4,5,3,3,1,2,4,7,72.0
14493,satisfied,Female,Loyal Customer,56,Personal Travel,Eco Plus,273,4,4,4,4,4,4,4,4,2,3,2,3,2,4,67,63.0
14494,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco Plus,2053,2,4,2,3,1,2,1,1,4,5,4,4,4,1,0,0.0
14495,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1718,4,3,3,3,4,4,4,4,4,1,2,1,1,4,0,11.0
14496,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1016,2,4,2,3,2,2,2,2,5,3,4,4,4,2,0,0.0
14497,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1833,4,3,3,3,4,4,4,4,4,5,3,4,4,4,0,0.0
14498,neutral or dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2165,2,4,2,3,2,2,2,3,4,4,5,2,4,2,115,134.0
14499,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1797,4,3,3,3,4,4,4,4,1,5,2,5,4,4,0,0.0
14500,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2086,4,2,3,3,4,4,4,4,2,1,2,2,1,4,0,0.0
14501,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,302,4,3,3,3,4,4,4,4,2,3,5,1,2,4,0,0.0
14502,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1612,4,5,5,5,4,4,4,4,2,1,2,5,3,4,0,0.0
14503,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1473,4,4,4,4,4,4,4,4,5,5,1,4,4,4,40,29.0
14504,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1477,2,4,2,3,1,2,1,1,4,5,1,5,2,1,0,0.0
14505,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1149,4,3,3,3,4,4,4,4,3,1,5,3,2,4,13,4.0
14506,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,1925,2,4,2,3,5,2,5,5,5,5,5,3,4,5,47,43.0
14507,neutral or dissatisfied,Female,Loyal Customer,60,Personal Travel,Eco,2061,2,4,2,3,2,5,5,4,3,2,5,5,3,5,233,228.0
14508,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1689,2,4,2,3,2,2,2,2,3,3,3,3,4,2,0,0.0
14509,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1737,4,4,5,4,4,4,4,4,3,4,3,4,1,4,87,66.0
14510,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1167,2,4,2,3,3,2,3,3,2,5,4,1,3,3,8,8.0
14511,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1487,2,4,2,3,2,2,2,2,5,5,4,5,5,2,0,0.0
14512,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco Plus,1459,2,4,2,3,5,2,5,5,3,2,5,5,5,5,9,10.0
14513,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1753,4,4,4,4,4,4,4,4,3,2,1,1,2,4,52,50.0
14514,satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,1875,4,4,4,4,3,4,4,4,4,4,4,4,4,3,0,0.0
14515,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1547,2,4,2,3,4,2,5,4,1,2,4,3,5,4,5,13.0
14516,satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1444,5,5,5,5,5,5,4,4,4,4,4,4,4,4,31,31.0
14517,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1827,2,4,2,3,2,2,2,2,5,3,5,3,4,2,0,0.0
14518,neutral or dissatisfied,Female,Loyal Customer,8,Personal Travel,Eco,1873,2,4,2,3,2,5,5,3,5,5,5,5,3,5,97,178.0
14519,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2062,2,4,2,3,5,2,5,5,5,3,5,3,5,5,47,40.0
14520,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,942,2,4,2,3,5,2,5,5,1,2,1,1,1,5,3,7.0
14521,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,282,2,2,2,2,2,5,5,4,4,4,4,3,4,4,0,0.0
14522,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1534,2,4,2,3,4,2,4,4,3,4,4,5,5,4,0,0.0
14523,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,283,5,5,4,5,2,4,5,4,4,4,4,4,4,4,0,16.0
14524,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2061,2,4,2,3,1,2,3,1,1,3,3,4,4,1,0,0.0
14525,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1960,2,4,2,3,2,4,4,5,3,2,3,4,2,4,172,191.0
14526,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,278,2,2,2,2,2,5,4,4,4,4,4,1,4,4,0,0.0
14527,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1773,2,4,2,3,2,2,2,2,4,5,3,3,4,2,1,0.0
14528,neutral or dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1981,2,4,2,3,4,2,4,4,5,5,4,4,5,4,0,6.0
14529,satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1680,1,1,1,1,4,5,4,4,4,4,4,3,4,5,0,0.0
14530,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco Plus,1262,2,4,2,3,3,2,3,3,3,1,4,1,3,3,0,0.0
14531,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1985,2,4,2,3,1,2,1,1,5,3,5,3,4,1,37,38.0
14532,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1429,1,1,1,1,5,4,4,4,4,4,4,4,4,3,31,10.0
14533,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,242,2,2,2,2,5,5,4,4,4,4,4,5,4,4,123,107.0
14534,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,229,3,3,3,3,2,3,2,4,4,4,4,3,4,3,6,0.0
14535,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1647,2,4,2,3,3,2,3,3,4,3,4,3,1,3,0,0.0
14536,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,252,2,2,2,2,3,5,5,4,4,4,4,3,4,5,0,0.0
14537,neutral or dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1466,2,4,2,3,3,2,3,3,4,5,4,4,5,3,6,16.0
14538,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1851,2,4,2,3,5,2,5,5,4,4,5,3,4,5,3,0.0
14539,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,260,4,4,4,4,4,5,4,4,4,4,4,4,4,3,0,0.0
14540,neutral or dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2083,2,4,2,3,5,2,2,5,5,1,5,4,2,5,0,0.0
14541,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1427,3,3,3,3,5,4,5,4,4,4,4,3,4,4,7,0.0
14542,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,1253,2,4,2,3,5,2,5,5,4,5,5,4,5,5,0,10.0
14543,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1465,2,4,2,3,4,2,4,4,4,2,4,3,4,4,13,12.0
14544,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1242,1,1,1,1,2,5,5,4,4,4,4,4,4,3,0,0.0
14545,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1612,2,4,2,3,2,2,2,2,1,1,4,3,3,2,0,2.0
14546,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1190,2,4,2,3,3,2,2,3,5,4,4,3,4,3,8,4.0
14547,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,1920,2,4,2,3,3,2,3,3,4,4,5,5,4,3,3,0.0
14548,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1545,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0.0
14549,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1496,1,1,1,1,3,4,4,4,4,4,4,4,4,4,6,0.0
14550,satisfied,Female,Loyal Customer,10,Personal Travel,Eco Plus,1554,2,2,2,2,4,4,4,4,4,4,4,3,4,3,0,0.0
14551,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1882,4,4,4,4,2,4,5,4,4,4,4,3,4,3,0,0.0
14552,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,221,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0.0
14553,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1258,2,4,2,3,1,2,1,1,3,5,5,4,5,1,3,0.0
14554,neutral or dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1997,2,4,2,3,4,2,4,4,1,5,4,1,4,4,0,26.0
14555,neutral or dissatisfied,Female,Loyal Customer,12,Personal Travel,Eco,1833,2,4,2,3,2,3,3,2,3,3,3,3,2,3,135,119.0
14556,neutral or dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1229,2,4,2,3,1,2,1,1,1,2,4,1,4,1,0,0.0
14557,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1661,2,4,2,3,5,2,5,5,4,5,3,1,4,5,0,7.0
14558,satisfied,Female,Loyal Customer,59,Personal Travel,Eco Plus,249,5,3,5,5,5,4,5,4,4,4,4,5,4,4,0,0.0
14559,satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,1268,3,3,3,3,2,5,5,4,4,4,4,4,4,3,36,36.0
14560,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1078,2,4,2,3,5,2,5,5,1,5,3,3,4,5,0,0.0
14561,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,205,5,5,5,5,4,4,5,4,4,4,4,3,4,4,0,0.0
14562,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1586,2,4,2,3,3,2,3,3,3,5,3,2,3,3,0,0.0
14563,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2132,2,4,2,3,3,2,3,3,2,1,3,3,4,3,0,0.0
14564,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1919,2,4,2,3,2,2,2,2,3,5,3,2,4,2,0,0.0
14565,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,866,1,1,1,1,3,5,4,4,4,4,4,3,4,4,11,1.0
14566,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2086,4,4,4,4,1,2,3,4,4,4,4,4,4,3,0,0.0
14567,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1267,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0,1.0
14568,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1430,2,4,2,3,4,2,4,4,3,2,4,5,5,4,0,5.0
14569,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1531,2,4,2,3,2,2,2,2,4,3,4,5,5,2,0,0.0
14570,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1580,4,1,1,1,4,4,4,4,4,2,4,5,2,4,0,1.0
14571,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Business,212,2,4,2,3,3,4,5,3,3,2,3,5,3,3,0,2.0
14572,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,239,4,4,4,4,4,4,4,4,3,3,4,2,3,4,0,0.0
14573,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Business,222,2,4,2,3,2,5,5,4,4,2,1,4,4,3,0,0.0
14574,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1908,4,1,1,1,4,4,4,4,3,2,2,5,4,4,8,6.0
14575,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1890,2,4,2,3,1,2,1,1,4,3,4,4,4,1,9,0.0
14576,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco Plus,1536,2,4,2,3,5,2,5,5,5,4,5,5,5,5,5,8.0
14577,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1763,2,4,2,3,3,2,3,3,4,4,5,4,5,3,15,4.0
14578,neutral or dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1236,2,4,2,3,2,2,3,2,4,4,5,4,5,2,0,7.0
14579,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1642,2,4,2,3,5,2,5,5,3,3,4,2,4,5,0,0.0
